Item,Open,Close,Volume
0,0.012051212203759199,0.015141267590269444,0.37724770218929116
1,0.014197766276219024,0.010657794262026843,0.32564401805844656
2,0.009893761917733586,0.010112359550561806,0.18981977852993437
3,0.010874421138654335,0.007407003381695226,0.24270137132323974
4,0.008368292018523573,0.010297807352459915,0.2249050877006075
5,0.010471261236720252,0.010963237700447256,0.17297962694569846
6,0.011081449196404263,0.010134176939020412,0.1584143160790825
7,0.010373195314628188,0.011137776808116076,0.1928139931416623
8,0.01095069463361484,0.011105050725428181,0.15570978404568345
9,0.01128847725415419,0.013635867786625941,0.22435351279044868
10,0.013958049577771737,0.015784880549798194,0.3127260047944816
11,0.015995641514573698,0.012185011454128952,0.26635456006465835
12,0.009425224734404812,0.010341442129377126,0.20861464194800483
13,0.010438572596022893,0.007254281662485013,0.2157689826812168
14,0.0073004630890765605,0.0031307952438093256,0.33232931845428787
15,0.0037591936801961443,0.001167230282535195,0.25023203626169743
16,0.0021574502860256116,0.007777898985491444,0.29080879651312586
17,0.00733315172977392,0.007145194720191997,0.15026604365360782
18,0.008030509397984208,0.008388785862332285,0.2875327937205258
19,0.010024516480523023,0.011268681138867684,0.2232914335114172
20,0.010405883955325547,0.009239664012217735,0.45823971955165343
21,0.021944974121492784,0.016908476055416177,0.7956647608951786
22,0.01673658403704713,0.019592014835824165,0.3070390382626935
23,0.016998093162626005,0.01603578051707212,0.35173089459902224
24,0.016333424135113062,0.011486855023453701,0.3064442040219226
25,0.011811495505311912,0.012915893967492098,0.26983776004907617
26,0.013881776082811246,0.00906512490454893,0.412901186638607
27,0.009087442113865448,0.007090651249045496,0.4541266646972482
28,0.006189049305366403,0.006774299116395779,0.30999641235295644
29,0.004118768727867068,0.009828733500599984,0.9358925740231336
30,0.009980931626259891,0.011050507254281666,0.6231024549165963
31,0.010580223372378116,0.01278498963674049,0.396755692844292
32,0.012280032688640714,0.012512272281007972,0.24359975867245062
33,0.012650503949877424,0.012534089669466564,0.19639846767040123
34,0.011560882593298837,0.008945129268026625,0.3193510274078724
35,0.009817488422773095,0.010352350823606415,0.3720836103750385
36,0.0044020702805775145,0.007592451183593335,0.6225973610381925
37,0.007551076001089634,0.005945238354968921,0.23271896722196994
38,0.005829474257695464,0.007101559943274799,0.17961050272605103
39,0.007627349496050125,0.006043416603032634,0.2191401363266528
40,0.0058076818305638775,0.0055634340569434,0.16735126586294324
41,0.005905747752655956,0.006567033926039051,0.17439038774230758
42,0.0062108417324979615,0.005956147049198224,0.15387897244358506
43,0.0067992372650504136,0.007548816406676123,0.2014027532707153
44,0.007518387360392275,0.0055743427511726895,0.18506039140275032
45,0.004859711250340516,0.003479873459146937,0.2669377617509213
46,0.003116317079814774,0.0027271735573251993,0.25682294819199614
47,0.002800326886406982,0.0015381258863314123,0.1846779435060195
48,0.0016453282484336783,0.0,0.2613131880114943
49,0.0,0.0019744736555034476,0.24404494366548143
50,0.0007627349496050209,0.0003381695211083363,0.1630718876128985
51,0.0009915554344865354,0.002345369259299679,0.19036451654759165
52,0.0019068373740125382,0.0027598996400130943,0.16310698202153043
53,0.0021574502860256116,0.0032180647976437354,0.17122908734764675
54,0.0032034867883410654,0.0019744736555034476,0.12612128725995744
55,0.0014491964042495228,0.002181738845860162,0.10664268540545774
56,0.0029419776627621916,0.002323551870841059,0.07885539008308252
57,0.0034758921274857116,0.003512599541834846,0.20232674207709914
58,0.003138109506946347,0.0024980909785098787,0.14650528550813902
59,0.002909289022064846,0.002988982218828401,0.14114223520346444
60,0.0014383001906837503,0.00302170830151631,0.15369041685074633
61,0.0035194769817488572,0.0027598996400130943,0.13957036475657664
62,0.0025279215472623355,0.0056288862223191904,0.18586183260001515
63,0.006777444837918827,0.007417912075924515,0.20237624806488894
64,0.007594660855352766,0.007766990291262141,0.11700753740345843
65,0.007344047943339706,0.010254172575542717,0.22560321312305615
66,0.010024516480523023,0.009316024871822856,0.11301931732005227
67,0.009697630073549459,0.009959637831351592,0.1202797282595918
68,0.0096540452192863,0.010352350823606415,0.1672616484662686
69,0.009904658131299387,0.00979600741791209,0.14846845738161576
70,0.009795695995641536,0.008988764044943823,0.1387351817732971
71,0.008074094252247368,0.005465255808879688,0.2720829414416715
72,0.005055843094524657,0.006545216537580459,0.14835225480222838
73,0.0076491419231817116,0.008966946656485217,0.1977049535597929
74,0.01269408880414057,0.012621359223300987,0.36762064434613095
75,0.013696540452192877,0.015959419657467,0.44665814661976666
76,0.025954780713702004,0.022286462310461455,0.8042322233662952
77,0.02318714246799238,0.026508126977200827,0.47562832271745925
78,0.024494688095886695,0.023890040362168657,0.4122763979551495
79,0.02327431217651867,0.0244572924620923,0.24091524545378626
80,0.024102424407518398,0.024271844660194178,0.20094628002711545
81,0.025420866248978484,0.024577288098614605,0.21304330054871232
82,0.025497139743939003,0.025831787934984196,0.22766001107478218
83,0.025388177608281152,0.02795898330969783,0.4248900711302427
84,0.028319259057477543,0.02921348314606742,0.2865731940496017
85,0.029071097793516777,0.028384422384640562,0.172044620413269
86,0.028951239444293127,0.028951674484564205,0.15370143457679195
87,0.028733315172977412,0.02786080506163413,0.1233834807101751
88,0.02736039226368838,0.0288316788480419,0.14332126105350906
89,0.029267229637700905,0.030740700338169544,0.2695108434590663
90,0.030269681285753212,0.029333478782589725,0.2074810458222308
91,0.029376191773358783,0.029617104832551547,0.1695688537541475
92,0.029648597112503415,0.030609796007417908,0.12902824541630628
93,0.030138926722963803,0.031744300207265194,0.17922736622144234
94,0.031795151184963254,0.03503872586451402,0.2900927180995761
95,0.035467175156633106,0.03504963455874331,0.22620483507005162
96,0.03594660855352768,0.03638049525471802,0.1882420795092233
97,0.037003541269408906,0.04392931166139412,0.5145698114109606
98,0.04453282484336695,0.044234755099814546,0.7033807548067044
99,0.042222827567420344,0.04686375040907602,0.4337318208749905
100,0.04671206755652415,0.04598014617650266,0.32051984090797087
101,0.04643966221737949,0.04968910221446492,0.2869876622126526
102,0.05133206210841734,0.055841605759790566,0.5350554039142636
103,0.05883955325524384,0.06169957456092505,0.8541740261633614
104,0.06185780441296651,0.061645031089778576,0.42948719272963876
105,0.060800871697085285,0.05747790989418568,0.4499269190296493
106,0.058403704712612386,0.06331406130686158,0.542976116029247
107,0.06642331789703079,0.06450310897785537,0.5857912207807693
108,0.0641024244075184,0.05709610559616014,0.6222291279755116
109,0.059667665486243554,0.06078324424566382,0.3919219606594386
110,0.06090983383274312,0.05869968364786733,0.3000432003070798
111,0.05699809316262602,0.058841496672848284,0.3024609517524924
112,0.056322527921547294,0.056430675248172815,0.2362476645126029
113,0.05437210569327161,0.054499836369586566,0.5022485260594306
114,0.05396894579133754,0.05593978400785428,0.2938475492986677
115,0.056507763552165635,0.0575106359768736,0.24406579864692493
116,0.05496050122582405,0.06099050943602054,0.5049022732618382
117,0.06149822936529559,0.061612305007090654,0.3598525572486456
118,0.062369926450558444,0.06240863968582962,0.24682987066861958
119,0.061454644511032414,0.06263772226464494,0.3335422028585688
120,0.06304549169163717,0.06675029998909134,0.48341013278622463
121,0.06740397711795154,0.07049198210974146,0.42698422605934216
122,0.07142467992372653,0.06934656921566489,0.4564734403449651
123,0.06936529555979301,0.06428493509326934,0.43773410823361564
124,0.06491964042495235,0.0650594523835497,0.35863409020192644
125,0.06530100789975485,0.06347769172030109,0.2142951404843688
126,0.06369926450558433,0.06591033053343516,0.1715958202288795
127,0.06653228003268868,0.0636304134395113,0.18484271753393386
128,0.06221737946063746,0.06582306097960074,0.24995693741449584
129,0.06595478071370203,0.06619395658339695,0.1706341301411833
130,0.0660419504222283,0.06462310461437766,0.19411934774668324
131,0.06439662217379463,0.0637722264644922,0.131616230566379
132,0.06391718877690006,0.0676339042216647,0.26903685990085824
133,0.0709125578861346,0.06874659103305335,0.2502436442230669
134,0.0686788341051485,0.06891022144649285,0.1952190791207501
135,0.06800326886406977,0.06800479982546088,0.14031484824508775
136,0.06914737128847726,0.07365550343623868,0.3013418409852917
137,0.07104331244892403,0.07481182502454457,0.3404677782175031
138,0.07566330700081725,0.07586996836478672,0.5108153737020849
139,0.07147916099155546,0.06956474310025089,0.5638535756013244
140,0.06931081449196405,0.06598669139304024,0.22477395708615383
141,0.0652792154726233,0.06611759572379187,0.22916602109678122
142,0.06677199673113596,0.06657576088142252,0.16843142109876832
143,0.06658676110051759,0.06471037416821208,0.1330415750941155
144,0.0637210569327159,0.06156867023017347,0.19314978785466874
145,0.06152002179242713,0.06367404821642848,0.12660173881358963
146,0.06342685916643967,0.06780844332933349,0.1667488815286544
147,0.06691364750749118,0.06678302607177923,0.1332507889232898
148,0.06557341323889948,0.06701210865059452,0.1179872542616712
149,0.06664124216834652,0.06407766990291262,0.13363382705534452
150,0.06451648052301825,0.06347769172030109,0.09758200754183025
151,0.06362299101062383,0.0636522308279699,0.12942990055420148
152,0.0632634159629529,0.060434166030326156,0.1594110759822721
153,0.060310542086624924,0.059550561797752796,0.17206601644375938
154,0.058926722963770106,0.06263772226464494,0.1493748866871144
155,0.06243530373195316,0.0595178357150649,0.18828410918291072
156,0.059754835194769845,0.06042325733609687,0.1621412832522596
157,0.06010351402887501,0.06011781389767644,0.08296770714333286
158,0.05486243530373197,0.057325188174975464,0.28095061235439267
159,0.057640969763007366,0.05733609686920475,0.12522267857250013
160,0.0577717243257968,0.05406348860041453,0.15641260675758456
161,0.055004086080087194,0.05710701429038946,0.13097132469563288
162,0.05576682102969219,0.05874331842478457,0.19859136405055683
163,0.05849087442113868,0.05875422711901386,0.09485155434045778
164,0.058992100245164825,0.05928875313624961,0.07955533539777977
165,0.058316535004086095,0.061950474528198976,0.13246415279539878
166,0.06112775810405888,0.061306861568670226,0.10504391006505676
167,0.06158539907382185,0.060608705137994975,0.11104682464708601
168,0.06032143830019071,0.0607505181629759,0.05463717398474852
169,0.0606483247071643,0.061950474528198976,0.07166666814225499
170,0.061999455189321734,0.06121959201483583,0.09084297113837801
171,0.060310542086624924,0.06545216537580455,0.17166871429137776
172,0.06518114955053123,0.06573579142576634,0.14986195379500164
173,0.06652138381912287,0.06775389985818699,0.09707157695237306
174,0.06896213565785891,0.07356823388240429,0.24275577134558998
175,0.07290656496867343,0.07463728591687575,0.2406748475250007
176,0.0727649141923182,0.06989200392712992,0.26474511130215067
177,0.06774175973849089,0.06968473873677324,0.36769843244318967
178,0.07019340779079272,0.06836478673502781,0.17364900298924682
179,0.06854807954235906,0.07032835169630196,0.1289378410391998
180,0.07135930264233181,0.07257554270753792,0.2184972716864017
181,0.07259057477526565,0.07475728155339807,0.23625024679214482
182,0.07427948787796243,0.07446274680920696,0.3071488958123493
183,0.07509670389539638,0.07664448565506711,0.19588611881614143
184,0.0786379733042768,0.07605541616668486,0.230564436137866
185,0.07615363661127761,0.07586996836478672,0.15630449532076193
186,0.07576137292290933,0.07152830806152506,0.1839601681659136
